timestamp,open,high,low,close,volume
1612346400000,0.42,0.42,0.42,0.42,1.0
1612346460000,0.55,0.55,0.5224,0.5224,103.725
1612346520000,0.5224,0.5247,0.5221,0.5221,51.4391
1612346580000,0.5221,0.532,0.5221,0.5294,405.95350918
1612346640000,0.5221,0.5236,0.5221,0.5236,91.1098
1612346700000,0.5236,0.5287,0.523,0.5245,147.5462
1612346760000,0.5245,0.5245,0.4963,0.4963,11229.8802
1612346820000,0.5172,0.5208,0.5117,0.5117,17.2531
1612346880000,0.5117,0.5117,0.4981,0.5,10007.9706
1612346940000,0.5,0.5219,0.5,0.5062,926.1482
1612347000000,0.5114,0.5114,0.5038,0.5055,254.9871
1612347060000,0.5055,0.5061,0.5044,0.5061,43.2835
1612347120000,0.5061,0.5123,0.5061,0.5117,9360.3689
1612347180000,0.512,0.5172,0.512,0.517,8890.2435
1612347240000,0.517,0.517,0.5165,0.5167,115.5777
1612347300000,0.5167,0.5169,0.5158,0.5166,69.8543
1612347360000,0.5166,0.5195,0.5166,0.5195,158.4898
1612347420000,0.5195,0.5197,0.512,0.512,391.1697
1612347480000,0.512,0.512,0.512,0.512,0.0
1612347540000,0.5119,0.5119,0.5119,0.5119,23.9222
1612347600000,0.5119,0.5119,0.5116,0.5116,64.7447
1612347660000,0.5116,0.5116,0.5116,0.5116,0.1
1612347720000,0.5116,0.5116,0.5116,0.5116,32.3572
1612347780000,0.5116,0.5116,0.5114,0.5115,65.6569
1612347840000,0.5115,0.5117,0.5115,0.5117,36.0906
1612347900000,0.5117,0.5117,0.5116,0.5116,72.6469
1612347960000,0.5116,0.5116,0.5115,0.5115,88.932
1612348020000,0.5115,0.5117,0.5115,0.5117,98.3363
1612348080000,0.5117,0.5117,0.5114,0.5115,33.8804
1612348140000,0.5115,0.5115,0.5115,0.5115,103.2861
1612348200000,0.5115,0.5117,0.5115,0.5116,124.3141
1612348260000,0.5116,0.5117,0.5115,0.5115,29.9592
1612348320000,0.5115,0.5116,0.5114,0.5116,15.9967
1612348380000,0.5116,0.5117,0.5115,0.5115,122.7439
1612348440000,0.5115,0.5115,0.5115,0.5115,0.1
1612348500000,0.5115,0.5117,0.5115,0.5115,70.3152
1612348560000,0.5115,0.5115,0.5115,0.5115,14.0079
1612348620000,0.5115,0.5115,0.5115,0.5115,94.4451
1612348680000,0.5115,0.5115,0.5115,0.5115,0.0
1612348740000,0.5115,0.5115,0.5115,0.5115,0.0
1612348800000,0.5115,0.5115,0.5115,0.5115,0.0
1612348860000,0.5115,0.5115,0.5115,0.5115,0.0
1612348920000,0.5115,0.5115,0.5115,0.5115,0.0
1612348980000,0.5115,0.5115,0.5115,0.5115,0.0
