timestamp,open,high,low,close,volume
1631847600000,0.1,1.25,0.1,1.0998,929412.7216
1631847660000,1.0001,3.0,1.0,2.48,577580.67386155
1631847720000,2.4799,2.49,1.11,1.3999,193833.5616556
1631847780000,1.3998,1.4999,1.168,1.1701,216161.6701958
1631847840000,1.1701,1.2,1.11,1.11,103097.80614616
1631847900000,1.139,1.149,0.9,0.9207,171931.44829552
1631847960000,0.9792,0.9999,0.85,0.87,111512.66018423
1631848020000,0.8725,1.05,0.8614,1.0403,280284.20779587
1631848080000,1.0499,1.11,0.9,0.9799,256929.68050803
1631848140000,0.9798,1.09,0.91,1.09,80264.14969598
1631848200000,1.0,1.09,1.0,1.05,44563.221741
1631848260000,1.05,1.35,1.0214,1.3248,113305.71948087
1631848320000,1.3248,1.5,1.2499,1.4332,127694.9545626
1631848380000,1.4475,1.4475,1.155,1.29,86582.04376562
1631848440000,1.28,1.4,1.2691,1.3751,69911.72404773
1631848500000,1.3844,1.3902,1.24,1.2777,53579.35381395
1631848560000,1.2758,1.3303,1.24,1.2648,41975.61075259
1631848620000,1.2648,1.3,1.256,1.2561,34055.88386784
1631848680000,1.2564,1.2564,1.11,1.198,77855.96975208
1631848740000,1.198,1.2244,1.15,1.21,71055.01357066
1631848800000,1.21,1.21,1.2,1.21,26849.8494111
1631848860000,1.2096,1.21,1.16,1.1738,46255.53678993
1631848920000,1.1738,1.21,1.17,1.1839,41505.50752719
1631848980000,1.1806,1.2,1.18,1.1999,33948.10762399
1631849040000,1.2,1.2,1.18,1.1989,26897.31628213
1631849100000,1.1989,1.2042,1.152,1.1997,87205.87375153
1631849160000,1.1933,1.2,1.1,1.1947,67526.79531572
1631849220000,1.1947,1.1998,1.1172,1.14,41700.87986058
1631849280000,1.1401,1.15,1.14,1.1499,46984.70971106
1631849340000,1.144,1.145,1.1325,1.1325,35747.66298886
1631849400000,1.1326,1.1395,1.1,1.1,44654.76192026
1631849460000,1.1,1.1234,1.02,1.11,58723.50685299
1631849520000,1.12,1.1265,1.064,1.0889,52716.47243633
1631849580000,1.08,1.1499,1.0799,1.1499,34078.56744754
1631849640000,1.1498,1.2135,1.1497,1.2111,111160.98696392
1631849700000,1.212,1.22,1.1741,1.2,64669.73831251
1631849760000,1.2,1.2,1.17,1.184,35682.83386203
1631849820000,1.177,1.1851,1.1499,1.15,23230.63923125
1631849880000,1.1529,1.188,1.1499,1.1716,33778.03798244
1631849940000,1.1664,1.1665,1.15,1.155,37780.53457065
1631850000000,1.1599,1.1599,1.13,1.1301,48464.89891837
1631850060000,1.1301,1.1307,1.03,1.05,58368.86277827
1631850120000,1.05,1.0992,1.03,1.06,82616.02724872
