timestamp,open,high,low,close,volume
1617267600000,45.0,51.296,45.0,51.296,176.43022671
1617267660000,51.296,58.7,51.296,58.7,227.00799222
1617267720000,57.628,57.999,53.254,53.254,238.86241138
1617267780000,53.254,54.669,52.0,52.0,96.55054261
1617267840000,52.0,52.706,51.755,52.03,63.35663262
1617267900000,52.0,52.0,51.768,51.768,13.45740769
1617267960000,51.9,51.9,51.234,51.234,23.7472468
1617268020000,50.991,50.991,50.086,50.345,32.9032
1617268080000,50.598,50.598,50.085,50.085,9.0132651
1617268140000,50.085,50.388,50.002,50.002,28.36772997
1617268200000,50.002,52.068,50.002,52.068,41.33189835
1617268260000,52.015,52.068,52.015,52.068,8.21306042
1617268320000,52.068,52.706,52.068,52.706,8.11021601
1617268380000,52.706,52.95,52.706,52.95,19.83961537
1617268440000,52.95,52.958,52.03,52.344,26.6459
1617268500000,52.344,52.344,52.344,52.344,0.5087
1617268560000,51.784,52.0,50.0,51.742,57.1205
1617268620000,49.847,49.847,49.0,49.779,63.51162634
1617268680000,49.779,49.779,49.779,49.779,3.82747366
1617268740000,50.034,50.648,50.034,50.648,25.9088
1617268800000,50.649,50.649,50.085,50.621,17.2361
1617268860000,50.621,50.621,50.621,50.621,0.43809881
1617268920000,50.621,50.991,50.621,50.991,7.42236742
1617268980000,50.991,50.991,50.991,50.991,2.4505
1617269040000,50.993,50.993,50.993,50.993,1.0
1617269100000,50.993,50.993,50.993,50.993,5.1714
1617269160000,51.296,52.344,51.296,52.344,18.1397
1617269220000,52.344,53.282,52.344,53.282,46.61258463
1617269280000,53.576,53.849,53.576,53.849,29.2671
1617269340000,53.996,54.589,53.996,54.589,63.96902448
1617269400000,54.589,54.77,54.589,54.7,13.65377552
1617269460000,54.77,54.9,54.7,54.9,68.9218
1617269520000,54.7,54.7,54.261,54.261,42.97522448
1617269580000,54.261,54.261,53.697,53.697,7.3633
1617269640000,53.525,53.525,53.525,53.525,3.1722
1617269700000,53.999,53.999,53.999,53.999,0.2805
1617269760000,53.999,53.999,53.999,53.999,3.3433
1617269820000,54.0,54.0,54.0,54.0,3.0751
1617269880000,54.0,54.0,54.0,54.0,0.0
1617269940000,53.999,54.0,53.999,54.0,10.7235
1617270000000,54.0,54.0,54.0,54.0,5.0967
1617270060000,54.0,54.0,54.0,54.0,2.1846
1617270120000,54.022,54.34,54.022,54.34,4.6949
1617270180000,54.34,54.589,54.34,54.589,1.18342487
1617270240000,54.589,54.589,54.0,54.0,9.07577019
1617270300000,54.0,54.0,54.0,54.0,0.5541
1617270360000,54.0,54.0,54.0,54.0,0.0
1617270420000,54.34,54.34,54.34,54.34,0.54337504
1617270480000,54.34,54.34,54.34,54.34,0.0
1617270540000,54.34,54.34,54.34,54.34,0.111
1617270600000,54.339,54.962,54.339,54.962,16.09186437
1617270660000,54.962,54.962,54.962,54.962,0.0
1617270720000,54.34,54.34,54.34,54.34,2.6238
1617270780000,54.34,54.34,54.34,54.34,0.0
1617270840000,54.34,54.34,54.34,54.34,0.0
1617270900000,54.34,54.34,54.34,54.34,0.0
1617270960000,54.962,54.962,53.697,53.697,20.56381001
1617271020000,53.697,53.697,52.962,52.962,18.9021
1617271080000,52.962,52.962,52.962,52.962,0.0
1617271140000,52.962,52.962,52.962,52.962,0.0
1617271200000,52.962,52.962,52.962,52.962,0.0
1617271260000,52.962,53.576,52.962,53.576,7.87385659
1617271320000,52.963,52.963,52.962,52.962,8.5182
1617271380000,52.962,52.962,52.962,52.962,0.0
1617271440000,53.575,53.575,53.575,53.575,3.7545
1617271500000,53.576,53.576,53.576,53.576,1.60169484
1617271560000,53.576,53.576,53.576,53.576,4.71974857
1617271620000,53.576,53.576,53.576,53.576,3.87735143
1617271680000,53.575,53.575,53.575,53.575,0.37
1617271740000,53.575,53.575,53.575,53.575,0.0
1617271800000,53.575,53.575,53.575,53.575,26.6
1617271860000,53.575,53.575,53.575,53.575,0.0
1617271920000,53.848,53.848,53.848,53.848,2.61071906
1617271980000,53.848,53.848,53.848,53.848,0.0
1617272040000,53.576,53.848,53.576,53.848,0.268
1617272100000,53.849,53.849,53.849,53.849,10.0
1617272160000,54.021,56.909,54.021,55.987,64.23989841
1617272220000,56.909,57.201,56.909,57.201,7.07586932
1617272280000,57.201,57.201,57.201,57.201,0.0
1617272340000,56.567,56.567,56.567,56.567,5.5375
1617272400000,56.567,56.567,56.567,56.567,0.0
1617272460000,56.671,57.201,56.671,57.201,2.11587926
1617272520000,57.201,57.201,57.201,57.201,0.0
1617272580000,57.201,57.201,57.201,57.201,0.0
1617272640000,57.201,57.201,57.201,57.201,0.0
1617272700000,57.201,57.201,56.568,56.568,4.6082
1617272760000,56.568,56.568,56.568,56.568,0.0
1617272820000,56.568,56.568,56.568,56.568,0.0
1617272880000,57.2,57.2,57.2,57.2,1.37898601
1617272940000,57.199,58.667,57.199,58.667,34.40545942
