timestamp,open,high,low,close,volume
1632474000000,5.75,8.47,5.75,8.18,2894.6998
1632474060000,8.1786,8.19,7.672,8.1719,4137.72260629
1632474120000,8.13,8.1597,8.0011,8.0502,784.0172977
1632474180000,8.1396,8.1396,7.88,7.9899,472.81929657
1632474240000,7.9101,7.99,7.91,7.9888,515.4745
1632474300000,7.9888,7.99,7.93,7.9304,256.8864
1632474360000,7.9305,7.9663,7.921,7.9663,299.52285756
1632474420000,7.9663,7.9663,7.9301,7.9663,41.8930173
1632474480000,7.9301,7.9663,7.9,7.9,133.2869
1632474540000,7.91,7.91,7.9,7.9,196.3561
1632474600000,7.9469,7.9469,7.9,7.9339,23.83732834
1632474660000,7.9337,7.9338,7.8501,7.893,90.068
1632474720000,7.8501,7.88,7.7,7.8799,213.4326
1632474780000,7.8614,7.8614,7.7,7.7898,143.6719
1632474840000,7.8684,7.89,7.7999,7.8608,862.21381949
1632474900000,7.8029,7.8069,7.7,7.7,137.5526
1632474960000,7.6999,7.7,7.6,7.6,221.33807502
1632475020000,7.551,7.5999,7.551,7.551,106.76661696
1632475080000,7.5498,7.55,7.5001,7.5068,521.8948
1632475140000,7.5242,7.55,7.5029,7.5029,517.4671
1632475200000,7.5029,7.5029,7.29,7.47,319.19570269
1632475260000,7.4253,7.55,7.29,7.55,249.04509072
1632475320000,7.55,7.55,7.55,7.55,39.4626
1632475380000,7.55,7.6,7.55,7.6,68.4194
1632475440000,7.6,7.6,7.6,7.6,0.0
1632475500000,7.5505,7.5505,7.3,7.3,90.0348
1632475560000,7.4999,7.59,7.4799,7.4799,12.05931106
1632475620000,7.4789,7.5297,7.455,7.455,796.9281
1632475680000,7.4551,7.4551,7.4094,7.4094,37.0193
1632475740000,7.3639,7.4549,7.3638,7.4549,23.79986375
1632475800000,7.3999,7.4,7.3999,7.4,18.206
1632475860000,7.4,7.452,7.4,7.452,12.72175732
1632475920000,7.4,7.4,7.11,7.1814,424.25586736
1632475980000,7.1814,7.452,7.1814,7.452,97.3027465
1632476040000,7.4519,7.4519,7.4518,7.4519,12.5356
1632476100000,7.4014,7.404,7.1814,7.3638,163.6753
1632476160000,7.4069,7.4069,7.3182,7.3182,3.2624
1632476220000,7.3182,7.3182,7.3182,7.3182,0.0
1632476280000,7.406,7.4094,7.3181,7.4094,208.73303038
1632476340000,7.4094,7.4828,7.4094,7.4828,136.13363981
1632476400000,7.4828,7.4828,7.481,7.4828,23.35029711
1632476460000,7.4095,7.4828,7.4095,7.4828,15.9246
1632476520000,7.4827,7.4827,7.4827,7.4827,0.01336415
1632476580000,7.4827,7.55,7.4827,7.5006,254.656
1632476640000,7.5006,7.5006,7.4999,7.4999,172.97790854
1632476700000,7.4999,7.4999,7.4093,7.4093,40.509
1632476760000,7.4045,7.4045,7.3182,7.3182,32.1186
1632476820000,7.4,7.4,7.2409,7.3339,134.2935
1632476880000,7.3293,7.3332,7.2,7.2499,116.94439864
1632476940000,7.2499,7.2499,7.23,7.2301,60.51095347
1632477000000,7.2301,7.2301,7.1253,7.15,501.5083
1632477060000,7.1814,7.1814,7.1813,7.1813,3.1619
1632477120000,7.1813,7.227,7.1813,7.227,37.0969
1632477180000,7.227,7.2726,7.227,7.2726,25.3706
1632477240000,7.2827,7.2827,7.101,7.1813,89.2947
1632477300000,7.1814,7.2726,7.1813,7.241,42.0364
1632477360000,7.2726,7.3181,7.227,7.227,156.1038
1632477420000,7.2726,7.2726,7.22,7.22,16.35120294
1632477480000,7.22,7.22,7.22,7.22,0.1763
1632477540000,7.2199,7.2199,7.2,7.2,43.68250271
1632477600000,7.1815,7.2,7.0,7.2,616.5612
1632477660000,7.22,7.4,7.22,7.39,303.4625
1632477720000,7.39,7.39,7.3186,7.39,53.6117
1632477780000,7.39,7.39,7.39,7.39,94.8037
