timestamp,open,high,low,close,volume
1637143200000,0.65,1.0,0.65,0.8999,51146.8351
1637143260000,0.8999,0.9889,0.8104,0.8699,49403.50894712
1637143320000,0.8502,0.8785,0.8408,0.8696,17973.48143676
1637143380000,0.8536,0.862,0.81,0.81,17156.5495127
1637143440000,0.8187,0.84,0.7894,0.8249,7246.31726584
1637143500000,0.8269,0.8696,0.8259,0.8696,4841.77660174
1637143560000,0.8502,0.97,0.8502,0.9121,6426.87485898
1637143620000,0.9167,0.95,0.8262,0.8501,19413.75129366
1637143680000,0.8501,0.856,0.8267,0.8354,13506.6118988
1637143740000,0.8492,0.87,0.8354,0.8659,6288.311602
1637143800000,0.8521,0.8654,0.8271,0.83,9438.52273968
1637143860000,0.8299,0.8449,0.8268,0.8288,13862.61789853
1637143920000,0.8397,0.8405,0.8268,0.827,9017.21071471
1637143980000,0.8387,0.85,0.8166,0.85,20139.44415942
1637144040000,0.85,0.87,0.85,0.8574,8667.37913625
1637144100000,0.8574,0.8574,0.8386,0.8392,8201.69850597
1637144160000,0.8394,0.8394,0.83,0.83,15880.8694
1637144220000,0.8275,0.8275,0.7899,0.79,31997.2649324
1637144280000,0.7894,0.8299,0.78,0.8099,4051.55634463
1637144340000,0.81,0.81,0.7802,0.7804,4724.25658558
1637144400000,0.7808,0.7923,0.7808,0.7817,4853.10579992
1637144460000,0.7817,0.7912,0.77,0.77,4894.28778796
1637144520000,0.7699,0.7912,0.7629,0.7781,6402.2262
1637144580000,0.7836,0.79,0.7735,0.7735,4813.44251263
1637144640000,0.7736,0.7895,0.7735,0.7836,1286.1253455
1637144700000,0.783,0.8045,0.774,0.8045,22654.55185006
1637144760000,0.7947,0.7947,0.7837,0.7837,1304.7123
1637144820000,0.7837,0.7837,0.7762,0.7836,2657.46421608
1637144880000,0.7836,0.7989,0.7836,0.7892,3028.21096782
1637144940000,0.7892,0.7892,0.7765,0.7833,2746.8009
1637145000000,0.7833,0.7867,0.7828,0.786,1858.99857794
1637145060000,0.786,0.7913,0.7802,0.7903,907.11485669
1637145120000,0.7851,0.7903,0.785,0.7897,69.4494
1637145180000,0.7896,0.793,0.7869,0.7928,2536.90370673
1637145240000,0.7928,0.793,0.7836,0.7869,936.31628727
1637145300000,0.7869,0.7869,0.7725,0.778,6711.62586497
1637145360000,0.778,0.778,0.7725,0.7779,1778.7813311
1637145420000,0.7726,0.7798,0.7725,0.7798,750.00146011
1637145480000,0.7798,0.781,0.7798,0.781,107.98593711
1637145540000,0.781,0.7836,0.7778,0.7836,898.98767168
1637145600000,0.7836,0.7856,0.7812,0.7847,260.8665
1637145660000,0.7839,0.7839,0.7829,0.7829,108.49256664
1637145720000,0.7829,0.783,0.7793,0.782,404.95542413
1637145780000,0.7794,0.782,0.7792,0.782,2283.0263
1637145840000,0.782,0.783,0.782,0.783,152.91109182
1637145900000,0.783,0.783,0.7792,0.7792,600.06458405
1637145960000,0.7792,0.7792,0.7778,0.7778,205.82061656
1637146020000,0.7777,0.7791,0.7755,0.7755,345.1394228
1637146080000,0.7755,0.7792,0.7743,0.7791,215.42179753
1637146140000,0.7765,0.7765,0.7727,0.7727,417.7596
1637146200000,0.779,0.779,0.7725,0.7725,1158.53044094
1637146260000,0.7725,0.7781,0.7698,0.7781,1370.93379712
1637146320000,0.7726,0.7726,0.7698,0.77,310.3605
1637146380000,0.77,0.7752,0.7698,0.775,393.4758
1637146440000,0.7718,0.775,0.7699,0.775,199.7254
1637146500000,0.7718,0.7718,0.7699,0.7699,467.4564
1637146560000,0.7699,0.7701,0.7699,0.7701,215.1677
1637146620000,0.7699,0.7764,0.7698,0.7698,1253.19538767
1637146680000,0.7699,0.7699,0.7698,0.7698,100.0
1637146740000,0.77,0.77,0.77,0.77,46.12054155
1637146800000,0.77,0.77,0.77,0.77,43.6512987
1637146860000,0.77,0.7776,0.7699,0.771,458.38645993
1637146920000,0.771,0.771,0.77,0.7709,1205.9352
1637146980000,0.7709,0.7709,0.7709,0.7709,129.71851083
1637147040000,0.7709,0.7709,0.7709,0.7709,0.0
1637147100000,0.7709,0.771,0.77,0.7709,441.1311
1637147160000,0.77,0.77,0.769,0.769,602.3139
1637147220000,0.769,0.769,0.7689,0.7689,51.8169775
1637147280000,0.7686,0.7688,0.7683,0.7688,27.309
1637147340000,0.7683,0.7683,0.7674,0.7674,322.2854
1637147400000,0.7674,0.7674,0.7655,0.7655,1150.51721108
1637147460000,0.7644,0.7644,0.7599,0.7606,3818.3855
1637147520000,0.76,0.766,0.7583,0.7613,590.5403
1637147580000,0.766,0.7845,0.766,0.7845,3983.18198813
1637147640000,0.7845,0.7845,0.7845,0.7845,78.16539012
1637147700000,0.7845,0.7845,0.7736,0.7736,1864.5671
1637147760000,0.7736,0.779,0.7736,0.779,129.906
1637147820000,0.7791,0.7798,0.7791,0.7798,172.51598885
1637147880000,0.7795,0.7795,0.7736,0.7736,233.8787
1637147940000,0.7736,0.7736,0.7698,0.7698,1279.569
1637148000000,0.7698,0.7698,0.7698,0.7698,48.0372
1637148060000,0.7697,0.7697,0.7697,0.7697,26.829
1637148120000,0.769,0.7698,0.7671,0.7683,908.74329507
1637148180000,0.7683,0.7683,0.7683,0.7683,0.0
1637148240000,0.7671,0.7697,0.7671,0.7697,210.45023007
1637148300000,0.7696,0.7698,0.7663,0.7697,786.974
1637148360000,0.7697,0.7724,0.7697,0.7717,4285.3796
1637148420000,0.7667,0.7667,0.7663,0.7663,228.5273
1637148480000,0.7663,0.7663,0.758,0.758,1966.3033
1637148540000,0.7581,0.7635,0.758,0.7635,69.49547314
1637148600000,0.7635,0.7718,0.7635,0.7684,2250.16802686
1637148660000,0.7722,0.7729,0.7722,0.7729,1651.861
1637148720000,0.7736,0.782,0.7736,0.7764,8787.70431115
